"id","single_category","title"
"877","12","Silver- Blackwood Bracelet 17 Beads (8mm) "
"878","12","Silver-Blackwood Bracelet 16 Beads ( 8mm )"
"879","12","Silver-Blackwood Bracelet 15 Beads ( 8mm )"
"880","12","Silver-Blackwood Bracelet 14 Beads ( 8mm )"
"881","12","Silver-Blackwood 24 inch Stick"
"882","22","Sandal Paste"
"883","16","BRASS GLASS  VILAKKU CHIRAG SIZE 2"
"884","16","BRASS GLASS  VILAKKU CHIRAG SIZE 3"
"885","10","COPPER BOTTLE SILVER TOUCH KHUSHAL"
"886","10","COPPER BOTTLE DOTTED KHUSHAL"
"887","10","COPPER PANCHA PATHRAM"
"888","10","COPPER SPOON FOR PANCHAPATHRAM"
"889","10","KUMKUM OVAL PLATE 2 CUP"
"890","10","ROCKET CUP NO 5"
"891","10","POOJA PLATE NO-3"
"892","10","BATHI STAND PLATE TYPE NO-1"
"893","10","BRASS BOWL NO 4"
"894","10","BRASS BOWL NO 5"
"895","10","ROSE BATHI STAND"
"896","10","LOTUS BATHI STAND"
"897","10","KALASA BATHI STAND "
"898","10","KARPOORA ARATHI NO1"
"899","10","KARPOORA ARATHI NO 2"
"900","16","KERALA FANCY LAMP NO 5"
"901","10","BRASS BOWL  NO 5"
"902","10","BRASS BOWL  NO   6"
"903","10","BRASS PANCHA PATHRA NO 1"
"904","10","BRASS MANDA DAKSHAN"
"905","16","OM VEL VILAKKU NO 1"
"906","16","Brass Om Vel Vilakku (Model 2)"
"907","10","BRASS VEL WITH STAND SP SMALL"
"908","10","BRASS VEL WITH STAND SP MEDIUM"
"909","10","BRASS VEL WITH STAND SP BIG"
"910","10","KARPAGA VRIKSHA TREE "
"911","10","BRASS PAAVAI VILAKKU SP"
"912","10","BRASS SHIVLING SMALL"
"913","10","NANDHI S1"
"914","10","MURUGAN"
"915","10","ANNAPURANI"
"916","10","KAMADHENU"
"917","10","NANDHI S2"
"918","10","GANAPATHI"
"919","10","BALAJI"
"920","10","Brass Soolam 1 Feet"
"921","8","Crystal Spatika Amai Stand Praymid"
"922","10","Brass Agal Lamp/C.Pyala 2"
"923","16","Sun Pan Deep Lamp 1"
"924","16","Sun  Pan Deep Lamp 2"
"925","16","Tiri Stand 1"
"926","16","Tiri Stand 2"
"927","16","Tiri Stand 3"
"928","16","Sun Pan Deep Lamp 3"
"929","10","Small Melathallam - 6 inch"
"930","3","20*30  Photo Frame"
"931","27","Sticker - Vel/Omvel/Buddha ( 10 )"
"932","27","Sticker- Sangu Chakara Perumal/Omvel/Murugan yamiruka payam yen/Vasthu Horse  ( 20 )"
"933","27","Sticker- Buddha/vinanyagar/pillaiyarpatti vinayagar/ murugan vel big siz / vaazha vazhamudan ( 25 )"
"934","16","Lantren Lamp Big Size ( 650 ) "
"935","10","Brass Padi - Model -1  ( V- 175  )"
"936","10","Brass Padi Model - 2  ( V- 370 )"
"937","10","Brass Padi Model -3 ( V - 700 )"
"938","10","Brass Padi - Model-1 ( M- 240 )"
"939","10","Brass Padi - Model - 2 (  M- 640 ) "
"940","11","Vettiver Mala 8 feet "
"941","22","Rose Water 175 ML"
"942","22","Rose water 500 ML"
"943","22","Rose Water 1 Liter"
"944","22","Chandana Pooja Powder ( 30 Gm )"
"945","22","Chandan Tika Powder (G/N) ( 50 Gm )"
"946","22","Gayathri Flora Pathi"
"947","22","Kasthuri Manjal Powder ( 50 Gm)"
"948","22","Paradise Sachet "
"949","16","Brass Paavai Vilakku SP-1"
"950","10","Brass Murugan Statue Spl"
"951","10","Brass Murugan Statue Spl-1"
"952","22","7 inch Double-Sided car Hanging nettipattam with kolam and Umbrella with Vishnu and Ganesha"
"953","22","5 inch Double-Sided car Hanging nettipattam with kolam and Umbrella with Vishnu and Ganesha"
"954","22","kathakali face for car hanging decor & showpices idol  ( 4 inch )"
"955","22","Double-Sided car Hanging Decorated with Umbrella with Ganesha Stone Design"
"956","22","Double-Sided car Hanging Decorated with Umbrella Leaf  Design Krishnar"
"957","22","Double-Sided car Hanging Decorated with Umbrella Gold Color Vinayagar"
"958","22","Double-Sided car Hanging Decorated with Umbrella Gold Color OM"
"959","30","7 Horse 20*14 ( R.M) ( Amt : 570 ) Both Moon & Sun Mate"
"960","30","7 Horse 11*14 ( RM )"
"961","30","5D 7 Horse 11*14 ( RM) ( Sun & Moon Mate )"
"962","32","Perumal  13*14 ( R.M)"
"963","31","5D Murugan 17*14 (RM)"
"964","29","Grass Pot"
"965","29","Gold Cradla Ganapathi ( 90 )"
"966","29","Gold Cradla Ganapathi ( 80 )"
"967","29","Gold Cradla Ganapathi ( 120 )"
"968","29","Car Dhasbord Oval Shape"
"969","29","Car Dhasboard vertical Shape"
"970","29","Car Dhasboard Gold Base Stone Design White Ganesh"
"971","29","Plug Light with Murugan/Balaji/Ganapathi"
"972","11","Vettiver Half Feet Andal Mala"
"973","11","Vettiver Special Mala ( 3 Feet )"
"974","29","Car Dhasboard Gold Base MetalStone Desigan Ganesh"
"975","29","Buddha Base Gold & Stell Color  (250)"
"976","29","Car Dhasboad ISha Sivan Stell"
"977","29","Car Dhasboard Isha Sivan stell"
"978","29","Car Dashboard Umberla Ganesh"
"979","29","Car Dashboard Gold Base Plate Ganesha / White Stone Ganesha /  Glass Ganesha"
"980","29","Car DashBoard Oval Safe Perumal Namam"
"981","29","Car Dashboard Gold Ganesha"
"982","29","Car Dashboard Round Safe And Lotus Ganesha"
"983","29","Car DashBoard Vel And Peacock With Arch"
"984","29","Car Dashboard  Om Vel (130)"
"985","29","Car Dashboard Laxmi Ganesha"
"986","29","Car Dashboard Gold Color Plate Ganesha"
"987","29","Car Dashboard Stell Vel Gold Color"
"988","29","Artificial Plants in Retro Pots ( 250 )"
"989","4","Kubera Statue With Sitting ( Coin Design )"
"990","7","Gowri Shankar Rudraksham"
"991","30","Lord Surya Dev Bhagavan Bhagwan with 7 Horses Wall Painting Framed"
"992","3","Ram Darbar Laminated Photo Frame - Model 1"
"993","32","Lord Krishna With Cow Photo Frame"
"994","3","Sai Baba Color Photo Frame ( 12*9 )"
"995","9","Shri Sampoorna Laxmi Kubera Yantra (7*7 inch)"
"996","9","Sampurna Laxmi Ganesh Yantar ( 14 * 14 )"
"997","9","Shree Kubera Yantra (  14 *14  )"
"998","9","Shree Yantra ( 14 * 14 )"
"999","9","Shree Sampurna Maha Laxmi Maha Yantra ( 14 * 14 )"
"1000","9","Shree Sampurna Maha Laxmi Maha Yantra ( 7*7)"
"1001","19","Brass Varahi Amman Statue with Arch"
"1002","2","Velleruku Vinayagar ( 1 feet ) "
"1003","16","Traditional Brass Kerala lamp - ( 12 inch )"
"1004","16","Brass Spoon For Pachapatharam"
"1005","10","Agathiyar"
"1006","10","Uruli ( No : 7 )"
"1007","10","Urli ( No : 6 ) "
"1008","22","Nallathe Nadakkum Cup Sambrani ( 30 Pcs )"
"1009","27"," 5 Head Vinayagar "
"1010","14","Stell Vel Silver Color ( 6 Inch )"
"1011","27","Glass Vinayagar ( Vinayagar stone Type ) "
"1012","27","GLass Vinayagar ( Golden Finished )"
"1013","27","Glass VInayagar ( Base Big Size )"
"1014","27","Glass VInayagr ( Base Small Size )"
"1015","27","Buddha Head ( White & Black ) ( 5 inch ) "
"1016","27"," Solar Powered Head Moving Cute Little Buddha ( Small ) "
"1017","27","Solar Powered Head Moving Cute Little Buddha ( BIG )"
"1018","30","5D 7 Horse Sun Mate ( 13*17)"
"1019","30"," 7 horse Moon Mate Stone Type ( 10*13)"
"1020","30","7 Horse Normal Sum Mate ( 13*17 )"
"1021","27","FLower Wase Light Type"
"1022","30","7 Horse Normal Sun Mate  ( 21*27 )"
"1023","8","Copper Vasthu Pyramid 6 *6"
"1024","4","Kubera Statue ( 10*9 )"
"1025","22","Pooja Oil 1 liter (Par)"
"1026","22","Pooja Oil 1 Liter ( Jas )"
"1027","22","Rose Water 120 Ml"
"1028","22","Chandana Tika 40 Gram"
"1029","31","Raja Alangaram Murugan Photo Frame - Color (13*11 inch) - Model 5"
"1030","31","Arupadai Murugan Photo Frame - Color (13*11 inch) - Model 2"
"1031","31","Arupadai Murugan Photo Frame - Color (13*11 inch) - Model 1"
"1032","31","Arupadai Murugan Photo Frame - Color (13*11 inch)"
"1033","31","Tiruchendur Murugan Laminated Photo Frame - Color (13*11 inch) - Model 1"
"1034","31","Sri Sakthi Vadivelan | Murugan Photo Frame - Color (13*11 inch)"
"1035","31","Baby Murugan Laminated Photo Frame (13*11 inch) - Model 4"
"1036","31","Baby Murugan Laminated Photo Frame (12*9 inch) - Model 3"
"1037","31","Baby Murugan Laminated Photo Frame - Model 2"
"1038","31","Baby Murugan Laminated Photo Frame - Model 1"
"1039","31","Baby Murugan Laminated Photo Frame (13*11 inch)"
"1040","31","Raja Alangaram Murugan Photo Frame - Color (13*11 inch) - Model 4"
"1041","31","Raja Alangaram Murugan Photo Frame (Color) - Model 3 (13.5 * 11 inch )"
"1042","31","Raja Alangaram Murugan Photo Frame - Color (13*11 inch) - Model 2"
"1043","31","Agathiyar Vel Soothiram  Photo Frame (13.5*10.5 inch)"
"1044","3","Panchmukhi Hanuman Photo Frame - Color (13.5 * 11 Inch)"
"1045","3","Swarnakarshana Bhairava Photo Frame - Color (13*11 inch) - Model 1"
"1046","33","Vasthu Graha Lakshmi Laminated Photo Frame - Gold (14*10 inch) - Model 3"
"1047","33","Vasthu Graha Lakshmi Laminated Photo Frame - Gold Color (11*14 inch) - Model 4"
"1048","22","Mattipal Dhoop "
"1049","22","Dasangam Cone ( BIg Cone )"
"1050","30","7 Horse Running with Sunrise Laminated Photo Frame (14*20 inch)  - Model 9"
"1051","30","7 Horse Running with Sunrise Laminated Photo Frame (13.7*19.6 inch)  - Model 10"
"1052","30","7 Horse Running with Sunrise Laminated Photo Frame (14 * 20 inch)  - Model 11"
"1053","30","7 Horse Running with Moon Light Photo Frame (14*20 inch) - Model 3"
"1054","30","7 Horse Running with Moon Light Photo Frame (13.7*19.6 inch) - Model 4"
"1055","30","7 Horse Running with Moon Light Photo Frame (14*20 inch) - Model 5"
"1056","30","7 Horse Running with Sunrise Laminated Photo Frame (14*20 inch) - Model 12"
"1057","30","7 Horse Running with Moon Light Photo Frame (14*20 inch) - Model 6"
"1058","30","7 Horse Running with Moon Light Photo Frame (13.7*19.6 inch) - Model 7"
"1059","30","7 Horse Running with Moon Light Photo Frame (14*20 inch) - Model 8"
"1060","30","7 Horse Running with Sunrise Laminated Photo Frame (14*20 inch) - Model 13"
"1061","30","7 Horse Running with Sunrise Laminated Photo Frame (13.7*19.6 inch) - Model 14"
"1062","30","c"
"1063","33","Pratyangira Devi Lamination Photo Frame (13.3*10.8 Inch)"
"1064","2","lord Ganapathy wooden deities with wax brown finishing ( 2 feet )"
"1065","3","Arthanareeswarar Photo Frame (16.8 * 11.8 inch)"
"1066","1","Blackwood Murugar Statue |  Karungali Murugar Idol"
"1067","1","Blackwood Kubera Statue |  Karungali Kubera Idol"
"1068","2","Vellerukku Vinayagar Statue with Arch (5*4 inch ) - Model 1"
"1069","1","Blackwood Akarsana Bhairava Yantra"
"1070","1","Blackwood Shree Yantra"
"1071","1","Blackwood Kubera Yantra"
"1072","16","Brass Lamp with Parrot Design | Brass Parrot Lamp ( 6 inch )"
"1073","1","Blackwood Trishul with Stand | Karungali Trishul (9 inch)"
"1074","1","Blackwood Murugan Vel Bandham | Karungali Vel Bandham (6 inch)"
"1075","22","Radium Kuberar ( H:5.5 W:4)"
"1076","10","Pooja Bell  ( H : 8 Inch ) ( Amt 1599 ) "
"1077","16","5 Face Karpoora Aarthi Brass Vilakku"
"1078","10","Kamadhenu Kalpavriksha Tree ( H :5.5 Inch - Width : 5.5 Inch"
"1079","29","Elephant White Color ( H: 8.5 Inch )"
"1080","29","Kubera Statue Model 1 (11 * 9 inch)"
"1081","29","Kubera Statue Model 3 (8.5*8 Inch)"
"1082","29","Kubera Statue Model 2 ( H : 9.5 * W : 7.5 inch)"
"1083","29","Kubera Statue Model 4 (9*8.5 Inch)"
"1084","29","Vinayagar Water Falls ( H : 10 * W : 7 inch)"
"1085","29","Decorative Elephant Metal Grey & Green With Pink (4*5.3 inch)"
"1086","29","Metal Reading Vinayagar (H : 10.5 * W : 3.5)"
"1087","29","Metal Horse (9 inch )"
"1088","29","Decorative White Horse With Red Stone (11*7 Inch)"
"1089","29","Metal Leaf Vinayagar ( H : 5 * W : 3 )"
"1090","29","Horse Silver Colour(6.5*4 Inch)"
"1091","29","Vasthu Fish With Class Stand ( H : 4.5 * W : 6 )"
"1092","29","Black Deer (5*3.3 Inch)"
"1093","29","Sai Baba Statue White Color Big Size ( H : 7 * W : 3)"
"1094","29","Wooden Horse With Chain( 11*6 inch)"
"1095","29","Krishna Statue Small Size ( H : 3.5 * W : 2.5)"
"1096","29","Silver & Black Horse ( 9*5.5 Inch)"
"1097","29","Krishna Statue Medium Size (H : 5 * W : 3.5 )"
"1098","29","Krishna Statue Large Size ( H : 6 * W : 4 )"
"1099","29","Waving Fan Flip Flap Nodding Head Laughing Buddha (5.5*3 Inch)"
"1100","30","7 Horse Running  Sunlight  5D  Photo Frame( 13.5*17.3 Inch)"
"1101","3","Perumal With Lakshmi 5D Photo Frame ( H : 14.5 * W : 9.5 )"
"1102","30","7 Horse Running Sunrise 5D Photo Frame (13.5*17.3 Inch)"
"1103","30","7 Horse Running Moon Light 5D Photo Frame( 13.5*17.3 Inch) Model - 1"
"1104","30","7 Horse Running Moon Light 5D Photo Frame( 13.5*17.3 Inch) Model - 2"
"1105","29","Home Decoration Items Wind Chimes for Home (Golden,Pipe & Hanging Bells)"
"1106","29","Home Decoration Items Wind Chimes for Home Big Size (Golden,Pipe & Hanging Bells)"
"1107","29","Evil Eye Wind Chimes for Balcony Hanging (Blue & White)(model 1)"
"1108","29","Tree Blue Evil Eye Metal Wind Chime ( Blue & White)"
"1109","29"," Aluminium Windchime "
"1110","29","Sailboat Wind Chime With Multicolour"
"1111","29","Wind Chime Hanging Laughing Buddha"
"1112","6","Copper Bracelet  Model 1"
"1113","6","Copper Bracelet Model 2"
"1114","6","Copper Bracelet Model 3"
"1115","6","Copper Bracelet Model 4"
"1116","6","Copper Bracelet Model 5"
"1117","6","Copper Bracelet Model 6"
"1118","33","Pratyangira Devi Lamination Photo Frame (13.5*10.4 Inch) - Model 1"
"1119","31","Tiruchendur Murugan Laminated Photo Frame (13.5*10.4 Inch) - Model 1"
"1120","31","Lord Murugan Vel with Peacock and Rooster Photo Frame (13.5*10.4 Inch)"
"1121","12","Shree Yantra Locket | Sri Chakra Pendant (Silver Color)"
"1122","3",""
"1123","10","Brass Pooja Bell Model - 4 ( H : 4Inch ) "
"1124","10","Brass Pooja Bell Model - 5"
"1125","10","Brass Uthupathi Stand"
"1126","10","Brass Theertha Kalasam With Spoon Small Size"
"1127","10","Brass Theertha Kalasam With Spoon Big Size"
"1128","10","Brass Kapoor Pooja Arathi Holder Model - 1"
"1129","10","Brass Kapoor Arathi Holder Model - 2"
"1130","10","Brass Pooja 4 Bowls Holder Small Size"
"1131","10","Brass Pooja 4 Bowls Holder Big Size"
"1132","10","Brass Pooja Katori Bowl"
"1133","10","Brass Thali (Plate)"
"1134","10","Brass Thali (Plate) Big Size"
"1135","6","Devadaru Bracelet"
"1136","4","11 Gomti Chakra with Copper Plate"
"1137","22","Maahi Premium Rose Incense Sticks"
"1138","21","Ayudha Pooja Kit"
"1139","10","Brass Plate With Stand"
"1140","10","Kubera Statue Idol"
"1141","10","Brass Chowki for Idols | Idol Stand Big Size"
"1142","10","Brass Shivan Statue 6.5 inch"
"1143","16","Brass Kubera Lamp Big Size"
"1144","2","Kubera Vinayagar Statue | Ganapathi Idol (7*4 Inch) "
"1145","32","Radha Krishna 5D Photo Frame Background Purple With Peacock (17.5*13.5 Inch)"
"1146","32","Lord Krishna And Radha 5D Photo Frame Background Blue Colour (17.5*13.5 inch)"
"1147","3","Panchamuki Vinayagar 5D Photo Frame (17.5*13.5 inch)"
"1148","33","Lord Lakshmi 5D Photo Frame (17.5*13.5 Inch)"
"1149","30","7 Horse 5D Photo Frame Moon Light With Beach (13.5*17.5 inch)"
"1150","32","Lord Radha Krishna Peacock 5D Photo Frame Background Green Colour (17.5*13.5 Inch)"
"1151","3","Raman Seetha Tirukalayanam 5D Photo Frame (13.5*17.5 Inch)"
"1152","3","Lord Venkatachalapathy With Lakshmi 5D Photo Frame (17.5*13.5 Inch)"
"1153","3","Kathakali 5d Photo Frame (17.5*13.5 Inch)"
"1154","30","7 Horse 5D Photo Frame Sunrise With Red Colour Nature (13.5*17.5 Inch) "
"1155","30","7Horse Running 5D Photo Frame Sunrise With Orange Colour Nature (13.5*17.5 Inch)"
"1156","30"," Moonlight Wth Snow Nature 7 Horse 5D Photo Frame (13.5*17.5 Inch)"
"1157","3","Lord Buddha 5D Photo Frame Background Sunmate (17.5*13.5 inch)"
"1158","3","Lord Buddha 5D Photo Frame Background Pink Lotus (17.5*13.5 Inch)"
"1159","30","7 Horse Running Photo Frame  ( Sun Mate & Moon Mate Color Sheet )  ( 11*13.5 )"
"1160","32","Radha Krishna Photo Frame Background White Colour (13.5*11 Inch)"
"1161","32","Radha Krishnan Photo Frame Background Red Colour (13.5*11 Inch)"
"1162","32","Radha Krishnan Photo Frame Background Colour Green (13.5*11 inch)"
"1163","32","Radha Krishnan Photo Frame Background Blue Colour (13.5*11 inch)"
"1164","32","Baby Krishna With Cow Photo Frame (13.5*11 Inch)"
"1165","10","Brass Stand Big Size"
"1166","16","Gajalakshmi Lamp No.5"
"1167","16","TN Vakaikulam Vilaku"
"1168","11","Vetiver Venkatachalapathy (7 * 7 Inch)"
"1169","3","Karpaga Vinayagar Photo Frame BIg size "
"1170","22","Sandanathi Oil 100 Ml "
"1171","22","Dasangam Cone  Box "
"1172","22","Tapasiya Grand Cup Sambarani "
"1173","29","Decorative Gold Colour Vinayagar"
"1174","29","Decorative Karpaga Vinayagar Gold Colour"
"1175","4","Venkatachalapathy Statue - Gold Colour (5.5*3 Inch)"
"1176","2","Karpaga Vinayagar Statue - Black Colour (4.5*3 Inch)"
"1177","4","Gold Half Kumbam Thornam"
"1178","29","Gold Half Stone / Flower"
"1179","29","Crystal Half Thoranam ( Blue & Red ) "
"1180","29","Lotus Half Thoranam ( Blue & Red )"
"1181","29","White Sippi"
"1182","29","Natural Sea Shell"
"1183","10","Nalvar Statue \""6\"""
"1184","10","Oval Kumkum Simil Two Cup "
"1185","10","Apple Kukum Simil 2 cup"
"1186","10","Bathi Stand  Design  2 model"
"1187","10","Om Vel Small No:5"
"1188","10","Om Vel No 6"
"1189","10","Brass Forvit Bowll No:5"
"1190","10","Brass Farvit Bowll No 6"
"1191","22","Guruvayoor Pooja Tablets"
"1192","22","Astagandha chandan paste(Tilak)"
"1193","22","Sambrani Katty(50 Gram)"
"1194","22","Aishwaryam Agarpaththi"
"1195","22","Prasannan Sambrani Sticks"
"1196","22","Gayathri Mantra Dhoop Sticks"
"1197","22","Red Premium Flora Sticks"
"1198","22","Colourful Premium Incense Agarpaththi"
"1199","22","Sugandha Swarna Incense Sticks"
"1200","22","Colorful Sandal Cone "
"1201","22","Karpooram"
"1202","22","Camphor Tablet ( 25 Gram 32 pcs & 64 pcs )"
"1203","22","Cy.Om.San.Pooja Oil - 1 liter ( Camper )"
"1204","22","Cy.Om.San.Pooja.OIl-500ml (Camper )"
"1205","22","Cycle Lia Cone ( Ass ) "
"1206","22","CY.Rahasyamai A.Bathi"
"1207","14","Stand Vel With Red Enamel 4 inch"
"1208","14","Round Base Murugan And omvel With Red Enamel 4.5 inch"
"1209","14","Murugan Vel in Steel - Gold Color with white stone  (4 inch)( model 1)"
"1210","14","Stand Om vel With Peacock 4 inch"
"1211","14","Vel & Murugan With Peacock 3 inch ( vel white Enamrel )"
"1212","14","Stand Om vel With Peacock 2.5 inch"
"1213","29"," Child Solar Laughing Buddha with visiri ( height : 3inch )"
"1214","29","Solar Powered Dancing Ornament Cute Exquisite ( 4.5 Inch )"
"1215","29","Kamadenu with cow ( White Color 5 Inch )"
"1216","29","Radium Kamadhenu With Cow ( 3inch )"
"1217","27","Lotus Buddha ( Red & Purpule Color ) ( height : 12 inch )"
"1218","27","Solar Lighting Buddha"
"1219","29","Sai Baba Yellow Color ( 14 inch ) "
"1220","29","Radha Krishan With Cow ( color  orange ) ( height : 11 inch )"
"1221","29","Radha Krishna with Glass ( height : 5 inch )"
"1222","29","Radha Krishan With Glass -Big Size ( Height : 8 inch )"
"1223","29","White Baby Krishna with base  Glod Stand"
"1224","29","Blue Baby Krishana with stand"
"1225","27","Buddha With Stand ( Blue & Red ) ( height : 12 inch )"
"1226","27","Stand With Lotus Buddha  ( Height : 10 inch ) "
"1227","27","Buddha With Lotus ( white & Radium Material ) "
"1228","2","Colour Vinayagar Radium"
"1229","27","Buddha With Silver Color"
"1230","2","Gold And White Colour Vinayagar Small "
"1231","2","White And Gold Colour Vinayagar Big Size"
"1232","27","Buddha Silver Color Small ( Height : 3inch )"
"1233","4","Perumal Statue ( Height : 5inch ) "
"1234","29","Radium Baby Krishna With Pot"
"1235","4","Perumal Statue ( Height : 2inch )"
"1236","29","Baby Krishna Multicolour Small Size (3.5*3.5 Inch)"
"1237","2","Yellow Vinayagar ( height : 5 inch ) "
"1238","29","Radha Krishna White & Gold Colour (4*3 Inch)"
"1239","29","Radha Krishna White & Gold Colur (5*3.5 Inch)"
"1240","14","Murugan Statue ( height : 6inch )"
"1241","14","Murugan Statue ( Height : 6 inch )"
"1242","14","Murugan Statue ( Height : 3.5 inch ) "
"1243","29","Yellow Elephant ( Height : 4 inch )"
"1244","29","Lilly Flower Pot"
"1245","29","Decorative Purple And Yellow Colour Flower Pot"
"1246","29","Adiyogi Shivan Statue"
"1247","29","Annam Statue Multicolour ( Medium )"
"1248","14","Steel Murugan Vel Small Size Red Colour"
"1249","29","Hand Design Wind Chime With Royal Blue Eye"
"1250","10","Brass Pooja Bell ( H: 8 inch ) ( AMt : 1125 ) "
"1251","10","Brass Pooja Bell ( H: 7 Inch )"
"1252","10","Brass Arumugam Lamp (6\"" VEL & KUBERA LAMP Small)"
"1253","10","Asthalaxmi padi : 2 ( H: 5 inch )"
"1254","1","Blackwood Stick With Silver Cap (12 inch)"
"1255","22","Kanda Scented Vibuthi 50G"
"1256","22","Kanda Scented Vibuthi 100 G"
"1257","22","Kanda Scented Vibuthi 200 G"
"1258","22","Kanda Scented Vibuthi 500 G"
"1259","22","Kanda Scented Vibuthi 1 kg"
"1260","25","J.Plain Ring"
"1261","10","Brass Shivling with 5 Head Sheshnag | Brass Shiva Linga with 5-Headed Snake ( H: 5.5 )"
"1262","16","Brass Arumugam Lamp (3\"" Vel & Plain Lamp BIG)"
"1263","16","Brass Arumugam Lamp (3\"" Vel & KUBERA LAMP Small)"
"1264","10","AG AFK No.3 /AG Minar 3"
"1265","10","Radha Krishna Statue (  5 Inch ) "
"1266","6","Sengali Bracelet "
"1267","10","Haigriever ( Varaga Perumal ) "
"1268","16","Brass Arumugam Lamp (6\"" VEL & Plain Lamp BIG)"
"1269","29","WALL HANGING MURUGAN WITH VEL PEACOCK & CLOCK ( H: 14 inch )"
"1270","29","WALL HANGING WOOD FINISH SMALL"
"1271","29","WALL HANGING BHUDDA WHITE"
"1272","29","WALL HANGINGRADHA KRISHNA  WOOD FINISH WITH ARCH"
"1273","29","WALL HANGING RADHA KRISHNA WOOD FINISH BIG"
"1274","29","WALL HANGING  WOOD FINISH WITH GOLD CORNERS"
"1275","14","GOLD PLATED STAND VEL 5 INCH"
"1276","29","GOLD PLATED OM VEL ROUND BASE WITH STONE"
"1277","29","GOLD PLATED VEL WITH ARCH BIG"
"1278","10","Brass Vinayagr With Arch ( H : 7 Inch  W: 4.5 Inch ) "
"1279","10","Brass Vinayagar With Arch ( Arch H :  6.5 Inch , W: 4 iNch   Weight : 1.640 )  , (  H : 5 inch W: 3.5 Inch weight : 1.630  ) "
"1280","10","Brass Vinayagar ( H : 6 inch W: 3.5 inch ) "
"1281","10","Brass Pooja Plate "
"1282","22","GERMAN SILVER PLASTIC PLATE 7 ( With : 7 ) "
"1283","22","GERMAN SILVER PLASTIC PLATE 6"
"1284","22","GERMAN SILVER PLASTIC PLATE 4"
"1285","22","GERMAN SILVER PLASTIC PLATE 1"
"1286","22","GERMAN SILVER PLASTIC PLATE 2"
"1287","22","GERMAN SILVER PLASTIC PLATE 3"
"1288","22","GERMAN SILVER PLASTIC PLATE 5"
"1289","22","GERMAN SILVER PLASTIC BOX SMALL"
"1290","22","GERMAN SILVER PLASTIC BOX BIG"
"1291","22","GERMAN SILVER PLASTIC KUM KUM BOX PLATE"
"1292","29","SOLAR MONKEY BROWN"
"1293","29","SOLAR BEAR WHITE"
"1294","29","SOLAR CAT WHITE PINK"
"1295","29","SOLAR GIRL DOLL"
"1296","29","FOUNTAIN GANESH WITHOUT LIGHT"
"1297","29","FOUNTAIN GANESH WITHOUT GOLD"
"1298","29","PEACOCK STATUE medium ( H: 7.5 Inch )"
"1299","29","RADIUM KAMADHENU WITH CALF"
"1300","29","Radium Radha Krishan ( H * 8 inch "
"1301","29","FLOWER WASE WITH CHERRY RED FRUIT"
"1302","29","GERMAN SILVER SQUARE BASE MANAI SMALL"
"1303","29","GERMAN SILVER SQUARE BASE MANAI BIG"
"1304","29","CAR DASH BOARD GLASS GANESH ONE SIDE"
"1305","12","Silver Ring ( 11 )"
"1306","12","Silver Ring ( 11 A )"
"1307","12","Silver Ring ( 11 - B ) "
"1308","12","Silver Ring ( 11 C )"
"1309","12","SIlver Round Ring ( 11 D )"
"1310","12","Silver Ring ( 11 E ) "
"1311","12","Silver Ring ( 9 )"
"1312","12","Silver Ring ( 9 A ) "
"1313","12","Silver Ring ( 10 ) "
"1314","12","Silver Ring  ( 12 ) "
"1315","12","Silver Ring ( 12 A )"
"1316","12","Silver Ring ( 14 )"
"1317","12","Silver Ring ( 14 A ) "
"1318","12","Silver Ring ( 14 B ) "
"1319","12","Silver Ring ( 15 ) "
"1320","12","Silver Ring ( 15 A ) "
"1321","12","Silver Ring ( 16 ) "
"1322","12","Silver Ring ( 17 )"
"1323","12","Silver Ring ( 17 A )"
"1324","12","Silver Ring ( 17 B )"
"1325","12","Silver Ring ( 13 )"
"1326","12","Silver Ring ( 13 A )"
"1327","12","Silver Ring ( 13 B )"
"1328","12","Silver Ring ( 13 C) "
"1329","12","Silver Ring ( 13 D ) "
"1330","12","Silver Ring ( 13 E )"
"1331","12","Silver Ring ( 13 F ) "
"1332","12","Silver Ring ( 13 G )"
"1333","12","Silver Ring ( 13 H )"
"1334","12","Silver Ring ( 13 I )"
"1335","12","Silver Ring ( 13 J )"
"1336","12","Silver Ring ( 13 K ) "
"1337","12","Silver Ring ( 13 l ) "
"1338","22","SRT Ilupa Oil 500ml Pet "
"1339","22","SRT Ilupa Oil 1lit Pet "
"1340","22","SRT Gingelly Oil 500ml Pet "
"1341","22","SRT Castor Oil 500ml pet "
"1342","22","SRT Neem Oil 500ml Pet "
"1343","22","Kanda Pooja Tablets 150g "
"1344","22","Kanda Sri Pooja Tab 50G "
"1345","22","Kanda Plain Vibuthi 500g "
"1346","22","Kanda Herbal cup  "
"1347","22","Kanda Dasangam cup "
"1348","22","Kanda Sri Pooja Powder"
"1349","22","Kanda Javvadhu Pow 2g "
"1350","22","Kanda 10ml Attar "
"1351","22","Kanda Dasangam 50g "
"1352","22","Kanda Bathi Sri Kumaran"
"1353","22","Kanda Bathi Vishnu Rs80 "
"1354","22","Padmini Rose Ultimo"
"1355","22","Padmini Sandal Ultimo"
"1356","22","Padmini Pakeezah "
"1357","22","Kanda Laxmigold Samb cup "
"1358","22","Kanda Bathi Rs60 Alagan "
"1359","22","Padmini Rose Ultimo Dhoop "
